date,sentiment_ng,sentiment_oil,sentiment_power
2025-06-04,-0.013207415118813515,,-0.009643109515309334
2025-06-05,,,
2025-06-06,,,
2025-06-09,,,
2025-06-10,,,
2025-06-11,,,
2025-06-12,,,
2025-06-13,,,
2025-06-16,,,
2025-06-17,,,
2025-06-18,,,
2025-06-19,,,
2025-06-20,,,
2025-06-23,,,
2025-06-24,,,
2025-06-25,,,
2025-06-26,,,
2025-06-27,,,
2025-06-30,,,
2025-07-01,-0.007378840819001198,,
2025-07-02,-0.007378840819001198,,
2025-07-03,-0.007378840819001198,,
2025-07-04,-0.007378840819001198,,
2025-07-07,-0.012909064069390297,,
2025-07-08,-0.012909064069390297,,
2025-07-09,-0.012909064069390297,,
2025-07-10,-0.012909064069390297,,
2025-07-11,,,
2025-07-14,,,
2025-07-15,,,
2025-07-16,,,
2025-07-17,,,
2025-07-18,-0.011188767850399017,,
2025-07-21,-0.011188767850399017,,
2025-07-22,-0.011188767850399017,,
2025-07-23,-0.011188767850399017,,
2025-07-24,,,
2025-07-25,,,
2025-07-28,,,
2025-07-29,,-0.011735653504729271,
2025-07-30,-0.0016088392585515976,-0.011735653504729271,
2025-07-31,-0.0016088392585515976,-0.011735653504729271,
2025-08-01,-0.011123843491077423,-0.011735653504729271,
2025-08-04,-0.011123843491077423,,
2025-08-05,-0.011123843491077423,,
2025-08-06,-0.011123843491077423,,
2025-08-07,,,
2025-08-08,,,
2025-08-11,,,
2025-08-12,,,
2025-08-13,-0.015284774824976921,,
2025-08-14,-0.015284774824976921,,
2025-08-15,-0.015284774824976921,,
2025-08-18,-0.015284774824976921,,
2025-08-19,,,
2025-08-20,,,
2025-08-21,,,
2025-08-22,,,
2025-08-25,,,
2025-08-26,,,
2025-08-27,,,
2025-08-28,,,
2025-08-29,,,
2025-09-01,,,
2025-09-02,,,
2025-09-03,,,
2025-09-04,,,
2025-09-05,,,
2025-09-08,,,
2025-09-09,,,
2025-09-10,,,
2025-09-11,,,
2025-09-12,,,
2025-09-15,,,
2025-09-16,,,
2025-09-17,,,
2025-09-18,,,
2025-09-19,,,
2025-09-22,,,
2025-09-23,,,
2025-09-24,,,
2025-09-25,-0.012255754321813583,-0.012255754321813583,
2025-09-26,-0.012255754321813583,-0.012255754321813583,
2025-09-29,-0.012255754321813583,-0.012255754321813583,
2025-09-30,-0.005573553964495659,-0.012255754321813583,
2025-10-01,-0.005573553964495659,,
2025-10-02,-0.005573553964495659,,
2025-10-03,-0.005573553964495659,,
2025-10-06,-0.013542871922254562,,
2025-10-07,-0.013542871922254562,,
2025-10-08,-0.013542871922254562,,
2025-10-09,-0.013542871922254562,,
2025-10-10,,,
2025-10-13,,,
2025-10-14,,,
2025-10-15,,,
2025-10-16,,,
2025-10-17,,,
2025-10-20,,,
2025-10-21,,,
2025-10-22,,,
2025-10-23,,,
2025-10-24,,,
2025-10-27,,,
2025-10-28,,,
2025-10-29,-0.006665218621492386,,
